38.176029,126946,6
4169042,23.787497,6
12.930187,-13.866711,5
43.622963,6.883581,5
33.853172,6.299541,5
-2.772179,-01964,5
41.909893,6.406978,5
-35.873512,0.138005,5
25.312368,2.516011,5
36.183193,-1.673310,5
48.624550,3.704040,5
-13.697351,-18.469780,5
-31.769213,21.166592,2
-13.263834,2859389,2
-32.805870,-0.657974,2
-30.673170,13.618205,2
24.327036,30.441881,2
-9.586638,25.365013,2
-27.403042,8.868181,2
-31.681959,22.566660,2
-3.515114,1249193,2
-9.127137,25.564631,2
-3.663942,16.223263,2
-3.327830,11.373088,2
-9.234969,17.124786,2
29.868412,26.674417,2
-34.795467,-4.713041,2
-167448,29.284803,2
12.467505,19.294899,2
17.667879,26.147520,2
19.521698,22.297918,2
-15.446321,26.235025,2
-23.492884,25.976295,2
-21.270576,623419,2
15.400434,24.244526,2
-45.840260,-0.682494,2
-8.631421,13.641913,2
-13.611250,27.281183,2
-31.514088,2.626136,2
-39.578850,2.201210,2
21.298346,14.817927,2
11.345014,13.553870,2
12.120816,12.619434,2
2526567,3018244,2
-3.827045,16.249720,2
-21.473915,22.913788,2
-4371487,11.800006,2
-21.305899,23.957712,2
-28.427250,2.520158,2
-39.271549,3.442373,2
-43.997791,-6.294836,2
-420811,13.626202,2
147510,7.231247,2
21.928852,20.202389,2
17.998823,26.151512,2
-3.399662,19.678925,2
30.847569,24.793339,2
-26.561104,3.618214,2
-6.264839,2016117,2
32.432472,24.894548,2
-11.612629,5.807635,2
-4.542347,11.390244,2
18.366730,20.189035,2
19.142063,19.502800,2
16.890135,21.424377,2
11.920942,1620905,2
26.700926,29.551619,2
-21.499306,22.830664,2
17.557655,20.743284,2
-46.148907,-4.831595,2
-22.414991,29.382936,2
-5.323108,18.765360,2
-1073475,16.397829,2
-12.437787,26.125519,2
-30.496994,14.781479,2
-3.793495,16.202795,2
18.910255,22.818150,2
-41.826126,14.820534,2
-21.123501,21.346344,2
-31.956936,-051456,2
29.412518,2611450,2
-5.551773,1.159776,2
-10.999132,11.469271,2
-38.668819,2.475584,2
-2.165986,5.861187,2
20.474764,14.656282,2
8.648375,2.216410,2
-43.131374,17.845329,2
-18.911076,24.302900,2
17.936451,20.289621,2
-27.350044,299769,2
652645,-15.192080,2
-39.969593,6.367570,2
12.654405,12.405083,2
-32.417637,2316069,2
11.301664,1568145,2
15.379850,25.589790,2
-33.284565,24.409010,2
-21.301237,5.982776,2
14.699733,9.503978,2
10.673304,15.651595,2
21.896381,20.302788,2
-13.955737,27.260164,2
-28.952137,22.563396,2
-15.614307,2456141,2
-27.190096,13.415792,2
090818,14.820420,2
23.596802,29.590816,2
-42.943085,13.307295,2
-1785712,-8.629640,18
-17.259394,-1287909,18
-347014,6.147952,14
10.205936,-32.592640,18
37.777893,-647721,18
6.990827,-31.966356,18
-30.328312,-36.259201,18
44.480961,8.843925,18
-22.281908,-24.261366,5
-22.327127,-24.241074,5
8.902764,-45.841373,5
12.867131,32.742287,5
-3598118,-2.822584,5
0.593381,-1.176041,5
23.527269,-41.201378,5
4056385,4.680564,5
-40.205986,-239570,5
17.813683,11.551981,5
23.760794,-42.359699,5
-35.971992,-26.264204,5
-12.625407,4.482528,5
-32.296696,-17.402208,5
-33.815910,-18.158850,5
7.213308,-1260108,5
18.646002,188358,5
-26.303234,-24.926176,5
33.248692,-27.228655,5
41.556789,14.507444,5
29.531754,23.557865,5
19.910847,-45.651413,5
35.211384,12.869977,5
21.652016,690121,5
-16.341516,-4.731376,5
-6.971829,-1479496,5
33.423626,-19.652542,5
35.321564,-25.590040,5
6.383607,15.823650,5
13.766114,8.556574,5
18.871607,16.232199,5
19.149431,-45.949081,5
-3236079,-17.476521,5
6.326654,-21.565023,5
33.281013,-24.120428,5
-38.657494,-22.158779,2
-27.770073,-28.849684,5
-2869771,-21.994650,5
20.605999,30.355511,5
-22.751772,-27.789370,5
38.632427,11.821656,5
35.799145,1.842400,5
25.411890,1.826955,5
3098007,9.992319,5
34.584057,-4.379184,5
10.245015,-3.695058,5
46.148312,452027,5
-27.102518,-28.810608,5
27.882288,2.553019,5
-32.184528,-25.603647,5
29.177921,8.768979,5
-27.872705,-28.786724,5
38.370052,12.806014,5
25.583475,-4.506519,5
30.125725,1091721,5
13.269541,-10.217697,5
36.124840,13.466578,5
20.969250,-2.899283,5
28.430521,10.377673,5
26.356239,8.643036,5
-4.918378,-132400,5
2112140,-2.906991,5
-0.617313,-22.190182,5
-1871657,-32.780724,5
-31.841969,-15.111609,5
-3.274432,-11.819849,5
1388543,-1590773,5
20.402243,-2.332108,5
28.517662,9.490793,5
21.101107,1116377,5
-4.197046,-1.860970,5
4.721024,-8.578151,5
39.711548,13.899093,5
18.261135,-12.228297,5
3856606,11.249035,5
-27.385500,-22.734997,5
0.230624,-7.119389,5
335674,-38.364174,18
5.213317,-23.347530,18
19.754181,-4.306250,18
-0.446546,-28.158310,18
18.348499,-22.253315,18
4.451818,-21.618721,18
-17.604412,-25.130644,18
5.213317,-23.347530,18
2454260,6.987339,18
-11.514146,-37.575241,18
-3.826338,-32.106606,18
42.823856,25.214104,18
24.888092,-3942732,18
6.380464,11.103071,18
27.601055,21.538572,18
1.892344,3.290179,18
-2575426,-18.510357,18
-32.104149,-32.373753,18
-4228614,-15.849140,18
-35.473518,-12.648266,18
0.764021,-23.777531,18
-15.741628,-5.796162,18
-11.248628,-2796542,18
38.224342,10.616038,18
-13.755041,-34.590401,18
6.986660,17.846466,18
-1.492957,-3.141441,18
45.708679,-0.671550,18
-1.751091,-37.883854,18
3281135,-9.224792,18
8.698733,-36.791256,18
37.202595,27.602631,18
37.167175,27.623739,18
8.914679,-45.206337,18
46.358578,-7.441142,18
12.890302,-42.744167,18
43.212292,-7.605843,18
-9.877273,-42.413986,18
14.713305,-46.653831,18
1342300,-41.676506,18
39.100662,-25.261103,18
26.332701,-5.566180,18
25.429506,2435534,18
-12.359351,-39.733929,18
-11.180580,2261674,18
-1794154,-21.895838,18
