1.274149,-9.899596,6.000000
1.700441,-10.514832,6.000000
-1.315149,3.099628,5.000000
-0.407897,-9.449435,5.000000
-1.228499,-8.612898,5.000000
-6.614435,0.801748,5.000000
-0.618528,-10.241731,5.000000
-10.421118,6.286080,5.000000
-2.384681,-7.058993,5.000000
-1.702253,-8.416674,5.000000
-0.934389,-10.791905,5.000000
-5.026843,5.469535,5.000000
-13.319928,2.480978,2.000000
-11.013055,-2.793628,2.000000
-9.992803,4.710289,2.000000
-12.009962,2.871222,2.000000
4.222188,-5.659689,2.000000
-9.607620,-2.551603,2.000000
-10.088803,1.247363,2.000000
-13.357913,1.577712,2.000000
-5.770015,-0.628235,2.000000
-9.931951,-2.341213,2.000000
-7.308411,-1.083085,2.000000
-5.561643,-0.580078,2.000000
-9.713225,-0.594704,2.000000
3.039377,-6.669565,2.000000
-8.884861,5.900342,2.000000
-11.536486,-2.820171,2.000000
2.015065,-3.356367,2.000000
3.766677,-4.571623,2.000000
2.320704,-5.326383,2.000000
-11.000151,-2.148619,2.000000
-11.780748,-1.673317,2.000000
-9.747798,2.022188,2.000000
2.875620,-4.054277,2.000000
-9.933609,4.573654,2.000000
-8.105339,-0.248425,2.000000
-10.833953,-2.757485,2.000000
-9.918962,3.892357,2.000000
-11.232677,5.117112,2.000000
0.841106,-5.336898,2.000000
0.611353,-3.509834,2.000000
-0.285441,-3.362830,2.000000
4.142324,-5.743583,2.000000
-7.521438,-0.969954,2.000000
-9.788790,-1.379480,2.000000
-12.298118,3.761492,2.000000
-10.108285,-1.163099,2.000000
-9.058881,3.685284,2.000000
-10.827750,4.699752,2.000000
-9.228584,4.667624,2.000000
-7.404146,-1.002190,2.000000
-6.044594,0.862349,2.000000
2.447917,-5.814912,2.000000
3.708033,-4.923393,2.000000
-6.479699,-2.077836,2.000000
2.270732,-6.936367,2.000000
-8.778993,2.597998,2.000000
-7.531559,-1.772366,2.000000
2.032504,-6.662409,2.000000
-7.299817,1.625468,2.000000
-6.742558,-0.743518,2.000000
2.019203,-4.364282,2.000000
2.115866,-4.686860,2.000000
2.209964,-4.409305,2.000000
0.752700,-3.144037,2.000000
3.591937,-5.846341,2.000000
-9.693914,-1.241706,2.000000
2.330880,-4.601167,2.000000
-9.195630,5.657077,2.000000
-11.272648,-0.403840,2.000000
-7.425235,-2.044175,2.000000
-9.404413,-0.525991,2.000000
-10.476279,-2.400439,2.000000
-12.074778,2.446135,2.000000
-7.095818,-0.707408,2.000000
2.896678,-5.228233,2.000000
-13.335249,4.176201,2.000000
-10.408995,-0.800817,2.000000
-9.175310,4.280188,2.000000
2.834343,-6.450475,2.000000
-7.104424,1.493191,2.000000
-7.701328,-0.504703,2.000000
-11.479656,4.856884,2.000000
-5.650259,0.674395,2.000000
1.069990,-5.483568,2.000000
-3.750936,-0.068551,2.000000
-14.164717,3.786113,2.000000
-11.410315,-1.094284,2.000000
2.206046,-4.326164,2.000000
-12.289518,0.496587,2.000000
-3.189689,3.623346,2.000000
-11.393508,5.590738,2.000000
-0.264831,-3.864637,2.000000
-13.539631,1.938817,2.000000
0.569495,-2.908874,2.000000
3.175838,-3.797950,2.000000
-13.852643,1.735636,2.000000
-9.628098,2.122493,2.000000
-0.121954,-3.957539,2.000000
0.470798,-2.954501,2.000000
2.407772,-5.730289,2.000000
-11.140077,-2.065565,2.000000
-11.984221,0.830316,2.000000
-9.968383,-1.830315,2.000000
-10.661140,0.799012,2.000000
-6.315516,-1.541436,2.000000
4.093632,-5.633786,2.000000
-13.069465,3.490434,2.000000
