0.798582,0.206254
0.816594,0.106397
-0.050913,-0.513204
0.878704,-0.052777
0.870888,-0.166877
-0.276627,0.146983
0.908397,-0.103179
-0.380482,0.023018
0.745860,0.091423
0.853425,-0.142634
0.911549,-0.105753
-0.179319,-0.300218
-0.604211,0.556740
-0.503770,0.613597
-0.390831,0.064416
-0.553298,0.423164
0.394840,1.012823
-0.467522,0.519666
-0.505638,0.413747
-0.607232,0.598204
-0.314150,0.110061
-0.508013,0.578926
-0.414134,0.312269
-0.296592,0.042003
-0.462266,0.401521
0.535461,0.706338
-0.355823,-0.056328
-0.507788,0.621522
0.308219,0.920993
0.368156,0.964485
0.501959,0.664261
-0.513014,0.598211
-0.522568,0.582201
-0.390337,0.169814
0.371220,0.886028
-0.465770,0.148871
-0.367513,0.187162
-0.478279,0.548857
-0.451650,0.192977
-0.453270,0.174204
0.533270,0.507122
0.420265,0.651265
0.425791,0.553589
0.450461,0.916755
-0.406787,0.297439
-0.474320,0.460961
-0.542636,0.374481
-0.488550,0.513067
-0.411582,0.132028
-0.476993,0.223682
-0.441096,0.094223
-0.396927,0.268330
-0.285733,-0.023352
0.473767,0.708312
0.379241,0.943543
-0.360360,0.263345
0.563763,0.609805
-0.402942,0.170613
-0.381226,0.311855
0.571160,0.590673
-0.322415,0.151646
-0.360341,0.197541
0.408618,0.791333
0.502596,0.621596
0.430791,0.748638
0.320759,0.811509
0.439599,0.869067
-0.469518,0.455897
0.429794,0.750143
-0.361005,-0.078326
-0.485512,0.470249
-0.381905,0.312169
-0.450480,0.373849
-0.442449,0.474882
-0.538628,0.426658
-0.349550,0.160171
0.433154,0.804218
-0.576851,0.419302
-0.463004,0.408250
-0.383864,0.076380
0.511567,0.698867
-0.327445,0.118295
-0.387551,0.248221
-0.499477,0.236593
-0.296391,-0.012265
0.509265,0.517356
-0.205452,-0.112214
-0.601915,0.483013
-0.508363,0.513884
0.413641,0.782017
-0.540041,0.510818
-0.165348,-0.258690
-0.466792,0.177738
0.489109,0.491448
-0.576029,0.525198
0.362201,0.720441
0.327371,0.993023
-0.586350,0.549826
-0.382195,0.149191
0.468827,0.562109
0.382606,0.678288
0.476531,0.705794
-0.523215,0.621130
-0.510182,0.433799
-0.502308,0.592218
-0.483664,0.377277
-0.352681,0.172601
0.452734,0.879534
-0.575645,0.458773
-0.163210,-0.416142
-0.123299,-0.532903
-0.270398,0.006517
-0.019274,-0.468022
0.826031,-0.073801
-0.021577,-0.545436
-0.097682,-0.644810
0.844447,-0.080765
-0.166294,-0.427295
-0.166758,-0.426370
-0.223578,0.022053
0.468951,0.731377
-0.359456,-0.022086
-0.212167,-0.068773
-0.176970,-0.382595
0.859537,0.008695
-0.342600,-0.096948
0.659540,0.074456
-0.286193,-0.130124
-0.224213,-0.275565
-0.302659,0.139026
-0.331373,-0.078146
-0.277063,-0.246687
-0.150707,-0.313456
0.678575,0.087470
-0.171600,-0.393145
0.660055,0.311044
0.765646,0.118251
0.592610,0.559664
-0.178004,-0.096578
0.715785,0.349122
0.652721,0.263903
-0.295530,-0.116545
-0.235329,-0.146741
0.912384,-0.083720
0.821772,-0.032813
-0.085343,-0.231461
0.549092,0.351768
0.507837,0.550189
-0.097265,-0.314627
-0.336284,-0.059679
-0.130414,-0.286450
0.805755,0.017838
-0.290025,-0.199558
-0.140573,-0.511056
-0.228568,-0.338813
0.437201,0.897300
-0.195868,-0.408492
0.869529,0.008753
0.865622,-0.178411
0.741499,0.038400
0.716350,0.131696
0.807351,-0.085469
-0.240589,-0.147681
0.882634,-0.091380
-0.116853,-0.516897
0.798535,-0.042229
-0.203012,-0.372160
0.758197,0.021298
-0.119669,-0.550475
0.846984,0.055711
0.815371,-0.238340
0.741334,0.081160
-0.080502,-0.443016
0.790427,0.172310
0.818994,-0.228477
0.722014,0.121929
0.747308,0.095764
-0.204528,-0.211823
0.814613,-0.215562
0.019034,-0.632376
-0.086637,-0.582741
-0.230423,-0.317843
-0.144097,-0.282722
-0.016158,-0.627791
0.773551,-0.126412
0.721482,0.109173
0.565959,0.386735
-0.292387,0.070150
-0.173616,-0.184536
0.798292,0.158454
-0.049318,-0.482759
0.765184,0.127613
-0.236285,-0.320346
-0.174538,-0.075371
-0.080573,-0.518325
-0.077525,-0.389505
0.807059,-0.220495
-0.127134,-0.386044
-0.029846,-0.474777
-0.072687,-0.450609
-0.172066,-0.391199
-0.077525,-0.389505
0.685334,0.168951
-0.108890,-0.527742
-0.060944,-0.598574
0.890409,-0.003348
-0.115125,-0.445838
-0.221820,-0.006000
0.631242,0.402494
-0.231451,-0.045951
-0.240266,-0.228153
-0.180531,-0.471535
-0.215634,-0.366849
-0.217623,-0.288728
-0.059873,-0.373063
-0.237145,-0.130603
-0.117961,-0.590482
0.813157,0.064103
-0.101498,-0.604778
-0.082527,-0.326099
-0.217790,-0.016025
0.841814,-0.056933
-0.083197,-0.489953
0.851695,-0.130598
-0.048650,-0.454647
0.908420,-0.008592
0.889578,0.035035
0.010777,-0.422432
0.943189,-0.196346
0.094698,-0.598738
